wsp,stat,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
3.0,max,500.0,359.9776,5.004064,3.69824,0.0,3.69824,0.0,3.69824,0.0,0.5240192,173.05376,90.68032,225.19296,0.0,3.0,0.0,-36131.736959999995,236.928,116.16576,-39563.21432000001,224.60224,115.8768,-68638.56104,188.33248,142.94688,22839.331937,22965.536,-154.22399356,3720.779722,3720.26232,-581.8734876,-8234.62304,16441.747679,-42.3141966,-8234.647914000001,16441.77759,-42.314445809999995,-8234.696142,16441.77759,-42.30926892,-0.000456049272,-0.3222680384,0.016582432,0.0017796121634999999,1.4952640000000001,-1.1094306833,117.12416,1.4952736,-1.1095343584000001,117.12416,1.4952704,-1.1095912510000001,117.12416,119.70862536,-9.812432450000001,-31.651238080000002,0.0,-1.121691845,-1.121907424,-1.1221145355000002,0.22632191999999998,0.22629407999999998,0.22627072,0.008010624,0.008010624,0.008010624,159901.44,0.06454656,0.06454656,0.06454656,83791.68,3.0,0.5240224,2.095926825e-05,0.0,3180.28788,157215.68,7578.656,9044128.0,0.0,-0.26798136624999996,-14916260.304,-0.19464476664,0.25860511999999997,0.06454656,1.5707968,0.0,0.0,0.0,0.06454656,0.0,0.0,0.00496352,0.06462303999999999,0.06460704,-154146.9062,83789.12,0.0,-154146.9062,0.0,0.0,0.06454656,0.06454656,0.06454656,102.56255999999999
3.0,min,300.015625,0.0,5.003438492,3.69824,0.0,3.69824,0.0,3.69824,0.0,0.5239700732,149.81588479,78.50365328,221.322456,0.0,3.0,0.0,-36579.84,-3.857484,30.37734624,-39960.32,14.03764,30.634929,-68931.52,116.14817165,4.35094566,-22947.616,-22883.721278,-165.57632,-3720.896,-3720.96,-586.2336,-11270.656,-17590.048,-163.0016,-11270.208,-17590.08,-163.00256,-11269.792000000001,-17590.08,-163.00224,-0.001168608,-0.32372480000000003,-0.016425935298,-0.002306224,-1.461807468,-1.7558624,117.10219922,-1.4618168532,-1.7558528,117.10219922,-1.4618137248,-1.755856,117.10219922,-119.73855999999999,-32.6096,-270.01856000000004,0.0,-1.271264,-1.2712832,-1.2712928000000001,0.20776352256,0.2077662522,0.20775894672,0.007908488544,0.007908488544,0.007908488544,148803.28068,0.06454656,0.06454656,0.06454656,77968.15824,3.0,0.5239568971999999,-4.010144e-05,0.0,-5771.5199999999995,153732.37008999998,0.0,9041866.968,0.0,-0.26804,-14921856.0,-0.19469344,0.25855663153999997,0.06454656,1.5707968,0.0,0.0,0.0,0.06454656,0.0,0.0,0.00489278984,0.06462303999999999,0.06460704,-165610.24,77978.86821,0.0,-165610.24,0.0,0.0,0.06454656,0.06454656,0.06454656,27.9162468
3.0,mean,400.005,182.277902620585,5.0038454162294,3.698239999999999,0.0,3.698239999999999,0.0,3.698239999999999,0.0,0.5239994559390799,164.87818229790602,86.39608435832,223.86495876170397,0.0,3.0,0.0,-36402.149369124,95.0763432732,87.351873477084,-39799.81831327401,100.957884976178,87.3516675993975,-68860.96858928,151.73955299764447,87.351782431731,174.97012194119986,324.93351982905006,-160.40371369349597,52.947396600400026,-28.262295864000002,-584.85670581576,-9725.57761832,-810.62326255715,-95.41791761309,-9756.023329448999,-334.34891501550004,-97.07617613614899,-9716.2620551929,-561.6425418135001,-96.16546472576398,-0.00075899791532145,-0.32306324156274,5.669118939999978e-07,1.0599801886249927e-06,-0.003557800789050012,-1.43678476364139,117.11266060356603,0.03792327389782999,-1.4290673371270401,117.112750276751,0.017862280580560008,-1.43678163368505,117.112501021898,1.7167957575939996,-21.36410647602,-149.19809631395202,0.0,-1.20137522273895,-1.20245828737144,-1.2029997513011852,0.21663148798605597,0.21648038604697803,0.2164262024561,0.0079649146034268,0.007966097760075,0.0079653235582986,154869.483595728,0.06454656000000002,0.06454656000000002,0.06454656000000002,81151.545823509,3.0,0.524001570928385,-3.9623205264599987e-07,0.0,-53.674883496,154923.311291734,2802.87501325295,9043325.446691602,0.0,-0.26800056754668744,-14918838.707455201,-0.1946639661510605,0.25857557759760397,0.06454656000000002,1.5707968,0.0,0.0,0.0,0.06454656000000002,0.0,0.0,0.004927447548600499,0.06462303999999998,0.06460704000000003,-160403.511500452,81151.68018164301,0.0,-160403.511500452,0.0,0.0,0.06454656000000002,0.06454656000000002,0.06454656000000002,62.75450792082601
3.0,std,57.736470019486084,103.50654970714761,0.00020784871130447228,1.3323009374899795e-15,0.0,1.3323009374899795e-15,0.0,1.3323009374899795e-15,0.0,1.757266763151943e-05,7.032497712105948,3.685094901004511,1.1840738106391044,0.0,0.0,0.0,130.42046427679182,69.54637133320104,21.650873307382263,114.24522280031928,61.624163187976436,21.645451556612635,88.22928152132167,21.76457324750463,28.907691870912377,16224.618950797903,16146.393782584602,2.9596023555136477,2623.996297978153,2637.0047375765203,1.1508089476146257,1065.5866268964717,12005.496125423078,42.75169231467701,1057.78760920898,12010.406395897415,42.808732329325245,1062.190302246501,12088.816581198094,43.05229873784718,0.0002114388483788654,0.00044628998342752924,0.010066177924749302,0.0011388656563262195,1.043600446777482,0.22751717990261333,0.006250403231475406,1.0439126042086606,0.22607184833559826,0.006185601847826451,1.05087133148732,0.22751241567483482,0.006155516336216825,84.43510364072014,8.07597285877019,84.46628441460165,0.0,0.04682252062575055,0.04704907450325218,0.04689240740997566,0.005807990653277282,0.00583810124923541,0.005829297991033545,3.101297675882263e-05,3.0926204172626656e-05,3.112927291659864e-05,2867.3826720000193,1.387813476552062e-17,1.387813476552062e-17,1.387813476552062e-17,1505.4507542675096,0.0,2.1196741575107814e-05,1.982135737943548e-05,0.0,2761.5719890022333,762.434407327864,2740.57116162498,697.8576852409764,0.0,1.9973037300856692e-05,1498.1012103567455,1.5420153630198743e-05,1.5787070010066266e-05,1.387813476552062e-17,0.0,0.0,0.0,0.0,1.387813476552062e-17,0.0,0.0,1.1302092370599655e-05,1.387813476552062e-17,2.775626953104124e-17,2969.701875817286,1505.3745828516485,0.0,2969.701875817286,0.0,0.0,1.387813476552062e-17,1.387813476552062e-17,1.387813476552062e-17,24.00711716157659
3.5,max,500.0,359.9936,5.004128,3.373472,0.0,3.373472,0.0,3.373472,0.0,0.5240288,675.7632,354.1024,311.93823999999995,0.0,3.5,0.0,-23086.733229999998,738.288,128.94944,-27833.639372,726.0352,128.73472,-68129.0922,692.7520000000001,154.93376,22765.276552000003,22907.136000000002,-651.7558116,3720.40746,3719.8463979999997,-670.209735,-10465.634816,16529.859485999998,-29.88945039,-10465.37748,16529.889707,-29.89388544,-10465.619051,16529.919928,-29.89412576,-0.0034746415739999995,-0.27901209894,0.01748914569,0.0022384735296,1.5372768,-0.5347744633,117.13664,1.5372672,-0.5345941240000001,117.13664,1.5372864,-0.5347017395,117.13664,119.76182751,-9.10416008,-31.56749325,0.0,-0.38471497680000005,-0.3847744112,-0.38495908500000003,0.32098560000000004,0.3209632,0.32093760000000005,0.007857663999999999,0.007857632,0.007857663999999999,643433.6,0.05887808,0.05887808,0.05887808,337177.6,3.5,0.524032,3.0457593600000002e-05,0.0,4436.891163,639587.2000000001,10552.064,9044448.0,0.0,-0.26796839370000003,-14662808.928,-0.19912416752999998,0.25742655999999997,0.05887808,1.5707968,0.0,0.0,0.0,0.05887808,0.0,0.0,0.004886848,0.05894784,0.05893152,-651674.6752,337174.39999999997,0.0,-651674.6752,0.0,0.0,0.05887808,0.05887808,0.05887808,102.4688
3.5,min,300.015625,0.0224996,5.003346105,3.373472,0.0,3.373472,0.0,3.373472,0.0,0.5239632964000001,643.7489184,337.33786449999997,307.50286815,0.0,3.5,0.0,-23591.744,468.905166,31.20576448,-28281.728000000003,489.5972994,31.242307359999998,-68473.6,616.159607,5.751915840000001,-22886.144,-22814.07576,-666.3744,-3720.64,-3720.544,-675.168,-13349.024,-17502.912,-159.22464,-13349.76,-17502.944,-159.22176,-13349.536,-17502.976,-159.22304,-0.004288192,-0.28065216,-0.017549472,-0.0028326144,-1.4184741273,-1.1635808,117.1183374,-1.4184652692,-1.163584,117.1183374,-1.4184829854,-1.1635808,117.1183374,-119.79552,-32.07808,-270.024,0.0,-0.5629632,-0.5629472,-0.56296,0.2989278708,0.29892707030000004,0.2989232865,0.007692898607999999,0.007692867279,0.007692898607999999,629177.5242999999,0.05887808,0.05887808,0.05887808,329654.3248,3.5,0.52395012,-5.2108800000000005e-05,0.0,-7451.871999999999,635769.6639,0.0,9041338.971,0.0,-0.26805216000000004,-14670144.0,-0.19919263999999998,0.25736220336,0.05887808,1.5707968,0.0,0.0,0.0,0.05887808,0.0,0.0,0.004790485466,0.05894784,0.05893152,-666419.2000000001,329672.2696,0.0,-666419.2000000001,0.0,0.0,0.05887808,0.05887808,0.05887808,27.39439325
3.5,mean,400.005,180.20446962053003,5.003821090574601,3.373472,0.0,3.373472,0.0,3.373472,0.0,0.524001790409335,664.82759655144,348.36982518069993,310.460387746878,0.0,3.5,0.0,-23387.0377369321,584.353005918975,97.30953096321001,-28097.116899350403,591.67768289322,97.309406982712,-68392.3977997,654.9436643541751,97.30944878334,-362.13142582760037,65.12115786119998,-659.7828160178401,10.459951502000012,59.09189469435001,-673.6659178821001,-11864.26760493455,-530.3176129817999,-87.92439304512301,-11881.514785190999,-690.0292271685,-87.48909183,-11903.292845910251,-221.63031231560018,-89.160988498648,-0.0038359048920451996,-0.279894744282453,1.2695946150000018e-06,1.1640938693999917e-06,0.05574804847669499,-0.8542623888412499,117.12700679254202,0.04209303492785998,-0.8526955851537,117.12714900374401,0.08279378016741003,-0.846167017231885,117.12717499343599,0.3390810321794999,-20.473170894598,-151.94733991725,0.0,-0.4817314427879101,-0.479877346900645,-0.48164579019400006,0.30920708055275997,0.30943851128846506,0.30920344185892507,0.0077958593841992,0.00779584398959245,0.007797187906462399,637021.6514678199,0.05887807999999998,0.05887807999999998,0.05887807999999998,333798.10421348,3.5,0.5240013072820001,-4.161467390400002e-07,0.0,-56.02932149039997,637077.9385182451,3906.3504660691997,9043334.5436595,0.0,-0.2680002931635345,-14666207.862832202,-0.199152289795906,0.25738607243331796,0.05887807999999998,1.5707968,0.0,0.0,0.0,0.05887807999999998,0.0,0.0,0.004841336425698101,0.058947839999999974,0.058931520000000015,-659783.2464723199,333798.687351945,0.0,-659783.2464723199,0.0,0.0,0.05887807999999998,0.05887807999999998,0.05887807999999998,62.48665439238249
3.5,std,57.736470019486084,104.8083188918484,0.00027173758023097734,0.0,0.0,0.0,0.0,0.0,0.0,2.320006142912016e-05,9.948612626651922,5.2141918649894485,1.395288205337351,0.0,0.0,0.0,150.38216698385594,90.08456792559815,25.05182499447019,131.98968417987356,79.84435390768785,25.047782410203236,103.39920335685619,22.531610290074717,31.190325773375886,16069.619998197863,16203.036816391426,4.025249142229107,2641.195222407039,2619.2354269561147,1.3417232664610927,1005.3680679492377,12086.290620558828,46.05164381832292,1011.3144237210455,12027.060048147154,45.86557336251272,1004.6102045547592,11994.19515012683,45.78987261257732,0.00027412387727597954,0.0005256488887782711,0.01059300441618759,0.001363549428086532,1.0501805944050575,0.22093280749621047,0.004982424807538092,1.0450433546771765,0.22157162531893307,0.005041006521333494,1.0421069452970064,0.21999507575175628,0.005031251203816163,85.04785853957463,8.087174635381352,83.95155718700019,0.0,0.05622175986804486,0.05587306141870791,0.05613603402241963,0.006972584299673217,0.006916540047392525,0.00694910541857838,4.509635660295733e-05,4.529743036645195e-05,4.509818439795915e-05,3902.660366323808,2.081720214828093e-17,2.081720214828093e-17,2.081720214828093e-17,2062.1372682974766,0.0,2.849653792093765e-05,2.7418735081798312e-05,0.0,3810.3822129469536,825.6965154011513,3983.416967412713,961.642327290691,0.0,2.797079690883773e-05,2051.16408976639,2.1772635706421166e-05,2.2121564801407894e-05,2.081720214828093e-17,0.0,0.0,0.0,0.0,2.081720214828093e-17,0.0,0.0,1.5982789685462228e-05,2.775626953104124e-17,1.387813476552062e-17,4041.9862412525617,2061.963769829143,0.0,4041.9862412525617,0.0,0.0,2.081720214828093e-17,2.081720214828093e-17,2.081720214828093e-17,24.128582790282564
4.5,max,500.0,359.98400000000004,5.004384,2.3816,0.0,2.3816,0.0,2.3816,0.0,0.5240480000000001,2151.8976,1127.6192,523.0368,0.0,4.5,0.0,8646.656,2255.8048,148.84096,696.64,2240.16,148.67968000000002,-66909.84786,2178.9375999999997,173.06912,22598.682044,22765.888,-2113.8503332,3719.4507449999996,3718.9185719999996,-885.3309375,-15896.12574,16990.070853,6.77131985,-15896.042712,16990.166532,6.7758012,-15895.911150000002,16990.134639,6.7713954,-0.0121329248,-0.17377656692,0.020805823591,0.0035619844000000004,1.6816416,0.8555136,117.14944,1.6816288,0.8554656,117.14944,1.6816416,0.855552,117.14944,119.86648445,-7.385048896,-31.37214938,0.0,1.4552703999999999,1.4556192000000001,1.4554336,0.5554432,0.5554848,0.5554624,0.0077544960000000005,0.007754464,0.0077544960000000005,2063401.6,0.041566719999999995,0.041566719999999995,0.041566719999999995,1081337.6,4.5,0.5240576,5.705865244e-05,0.0,8111.075104,2056431.9999999998,19281.728000000003,9045344.0,0.0,-0.26794429893,-13918678.198,-0.21404435566,0.25506176,0.041566719999999995,1.5707968,0.0,0.0,0.0,0.041566719999999995,0.0,0.0,0.004823872,0.041618880000000004,0.04160256,-2113700.6193000004,1081340.8,0.0,-2113700.6193000004,0.0,0.0,0.041566719999999995,0.041566719999999995,0.041566719999999995,102.24128
4.5,min,300.015625,0.0112495,5.002976517,2.3816,0.0,2.3816,0.0,2.3816,0.0,0.5239333645,2095.410288,1098.0544341,517.4141543999999,0.0,4.5,0.0,8023.286144,1782.9317188,22.1168364,145.05351000000002,1821.180075,22.111456160000003,-67360.32,2086.6051192,-1.59548095,-22737.952,-22653.481428,-2137.0912,-3720.0319999999997,-3719.616,-891.5999999999999,-18379.68,-17047.072,-143.4032,-18379.584000000003,-17047.167999999998,-143.4032,-18380.096,-17047.136,-143.4048,-0.013603839999999999,-0.17582047999999997,-0.022048096,-0.004346368000000001,-1.2707429853,0.2684708616,117.12747447999999,-1.2707333129,0.2684557986,117.12747447999999,-1.2707429853,0.268456176,117.12747447999999,-119.9152,-30.787072,-270.01312,0.0,1.201280238,1.2012497448000001,1.2012785076,0.52419952,0.5242040622,0.5242002818,0.007373071728000001,0.007373041302,0.007373071728000001,2040768.6637000002,0.041566719999999995,0.041566719999999995,0.041566719999999995,1069172.5520000001,4.5,0.5239102087999999,-8.675647999999999e-05,0.0,-12534.016,2051805.0279999997,0.0,9040255.993999999,0.0,-0.26808672,-13930432.0,-0.21417151999999998,0.25493422912,0.041566719999999995,1.5707968,0.0,0.0,0.0,0.041566719999999995,0.0,0.0,0.004721213974,0.041618880000000004,0.04160256,-2137142.4000000004,1069209.5078999999,0.0,-2137142.4000000004,0.0,0.0,0.041566719999999995,0.041566719999999995,0.041566719999999995,26.12264704
